id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	score<Avg. pub. year>	description	url
775	International Affairs	2.4482	0.2563	2	21	58	7			
776	International Journal of Sustainable Development	-1.0417	2.2056	13	12	39	6			
777	World Journal of Science Technology and Sustainable Development	2.8446	0.3158	2	6	12	2			
778	BMC Medical Education	-0.9009	2.3652	13	9	22	5			
779	Green Theory & Praxis The Journal of Ecopedagogy	-2.4576	1.4992	17	4	8	2			
780	Environment Science and Policy for Sustainable Development	-0.5912	2.4461	12	91	279	19			
781	The Australian journal of teacher education	1.4608	1.8089	6	4	8	2			
782	PERIPHERIE – Politik • Ökonomie • Kultur	-1.338	2.1745	13	2	4	2			
783	E-Learning and Digital Media	-0.9922	2.0772	13	4	8	2			
784	CERN Document Server (European Organization for Nuclear Research)	2.4831	-0.4996	38	0	0	2			
785	Journal of Geography	1.8028	1.9291	6	15	38	6			
786	Qualitative Research in Sport Exercise and Health	1.4386	1.8904	6	3	6	2			
787	Asian Education and Development Studies	1.8057	2.0316	6	6	12	2			
788	Journal of Consumer Marketing	2.4267	0.6036	2	13	28	3			
789	Irish Educational Studies	2.3972	-0.2607	1	5	10	2			
790	IOP Conference Series Earth and Environmental Science	2.4201	0.5365	2	23	59	6			
791	Technical and vocational education and training	-0.8664	2.2073	13	13	30	4			
792	Liberal education	-0.7064	2.3358	13	2	4	2			
793	American Anthropologist	-1.1375	2.1799	13	5	10	2			
794	International Journal of Technology and Design Education	-0.6741	2.3634	12	44	145	15			
795	Advances in Science, Technology & Innovation/Advances in science, technology & innovation	2.5363	0.1525	2	5	10	2			
796	Journal for Education in the Built Environment	-0.8174	2.2893	13	6	12	3			
797	Environmental Quality Management	-0.6832	2.4273	12	37	125	10			
798	Multivariate Behavioral Research	-2.5484	1.09	17	5	10	2			
799	Journal of Consumer Research	-0.9468	2.5687	13	4	8	2			
800	Journal of Marketing	2.6557	0.4245	2	12	29	3			
801	Social Studies of Science	-2.2096	1.155	17	24	60	5			
802	Emerald Open Research	1.5799	1.8649	6	14	43	6			
803	Journal of Applied Social Psychology	2.3688	0.5552	2	22	64	7			
804	TDX (Tesis Doctorals en Xarxa)	-0.8988	2.5524	13	3	6	2			
805	Journal of Problem Based Learning in Higher Education	-1.0265	2.5089	13	3	6	2			
806	Journal of Management & Organization	1.5499	1.7368	6	8	21	4			
807	Kluwer Academic Publishers eBooks	1.6246	2.0052	6	8	18	3			
808	Qualitative Research Journal	-1.0875	2.2429	13	7	22	5			
809	Lecture notes in educational technology	1.526	1.9353	6	6	12	2			
810	Innovations in science education and technology	2.0877	0.2612	2	1	2	2			
811	World Development	1.7225	1.8567	6	45	136	12			
812	Journal of Research on Technology in Education	2.4604	0.258	1	9	20	3			
813	Action Research	-2.0654	1.0137	17	7	17	4			
814	Urban Planning	-0.9742	2.0948	13	4	8	2			
815	Journal of Applied Psychology	-2.1304	-0.2034	20	21	56	5			
816	Tourism and Hospitality Research	1.7993	1.9769	6	6	12	2			
817	Building and Environment	-1.3512	2.0737	14	0	0	2			
818	Disciplinary and Interdisciplinary Science Education Research	-2.2233	1.1232	17	21	42	2			
819	Zaguan (University of Zaragoza Repository)	-1.2356	1.9796	13	3	6	2			
820	Educational Action Research	-0.5729	2.2865	12	17	47	7			
821	Language Sciences	-1.8513	1.3424	17	3	6	2			
822	Cambridge University Press eBooks	2.4922	0.0108	1	165	613	42			
823	Advances in Developing Human Resources	1.9036	1.8933	6	4	8	2			
824	Applied Energy	-1.7271	1.8699	15	0	0	2			
825	Preprints.org	-0.9699	2.2765	13	22	81	10			
826	Scholarworks (University of Massachusetts Amherst)	-0.6187	2.6645	12	5	10	2			
827	European Management Journal	-1.0499	2.2278	13	16	45	6			
828	The Journal of Educational Research	1.7859	1.9448	6	11	25	4			
829	Organization Science	-1.0492	2.3837	13	10	26	4			
830	Procedia CIRP	1.4377	2.0384	6	4	8	2			
831	Discourse and Communication for Sustainable Education	1.6141	1.7669	6	12	28	5			
832	Canadian journal of environmental education	-0.9978	2.1522	13	7	21	4			
833	International Journal of Environment and Sustainable Development	-0.9248	2.1166	13	3	7	3			
834	Contemporary trends and issues in science education	1.6015	1.9566	6	7	14	2			
835	Jurnal Ekonomi & Studi Pembangunan	2.2414	0.4357	2	7	14	2			
836	Current Issues in Tourism	1.5349	1.5986	6	3	6	2			
837	Strategic Organization	1.2722	1.839	6	5	10	2			
838	Evaluation Review	-1.0499	2.4685	13	6	12	2			
839	Biometrics	-2.256	0.118	20	3	6	2			
840	Columbia University Press eBooks	1.688	1.8072	6	26	74	8			
841	International Journal of Social Ecology and Sustainable Development	-0.9611	2.4579	13	6	12	2			
842	Revista Romaneasca pentru Educatie Multidimensionala	-1.9213	1.5821	16	0	0	2			
843	Journal of Social Work Education	-0.9135	2.4384	13	6	12	2			
844	Children s Geographies	1.5439	2.0523	6	3	6	2			
845	Advanced Education	-2.4065	-0.8272	22	0	0	2			
846	SensePublishers eBooks	-1.0365	2.236	13	33	92	9			
847	American Sociological Review	2.4354	0.2275	2	8	20	3			
848	Journal of the American Society for Information Science and Technology	2.5929	0.1974	2	5	10	2			
849	Journal of Community Practice	1.9553	1.8207	6	3	6	2			
850	Americanae (AECID Library)	-0.7778	2.2786	13	4	9	3			
851	Asian Journal of University Education	-0.8294	2.1507	13	12	25	3			
852	Educational and Psychological Measurement	1.6208	1.9514	6	9	19	3			
853	Journal of Innovation & Knowledge	-0.8884	2.4156	13	4	10	3			
854	Qualitative Research in Accounting & Management	1.6914	1.553	6	4	8	2			
855	Sustainable Development	1.6881	1.8664	6	224	943	56			
856	International Journal of Human-Computer Studies	2.6211	0.1183	1	14	34	4			
857	The MIT Press eBooks	-0.5029	2.4781	12	16	49	7			
858	System	-0.9224	2.4138	13	6	15	3			
859	Research Policy	2.3815	0.4349	2	43	117	10			
860	Enseñanza de las ciencias: revista de investigación y experiencias didácticas	-2.8565	0.3357	20	5	10	2			
861	Internationales Jahrbuch der Erwachsenenbildung	-2.3326	0.8204	17	4	8	2			
862	Dialnet (Universidad de la Rioja)	-2.1387	1.0581	17	12	32	6			
863	Environmental Modelling & Software	-1.2314	2.29	13	3	6	2			
864	Teaching in Higher Education	2.5418	-0.0226	1	87	275	22			
865	Nurse Researcher	-0.2431	2.3199	12	4	8	2			
866	Teaching and Teacher Education	2.4494	-0.0659	1	73	244	19			
867	Journal of Political Ecology	1.901	1.7403	6	4	8	2			
868	Palgrave Macmillan UK eBooks	-2.1796	1.1835	17	69	223	16			
869	Australasian Journal of Educational Technology	2.5325	-0.1097	1	29	68	5			
870	Peter Lang D eBooks	-0.6954	2.4828	12	20	56	7			
871	Local Environment	2.7507	0.5355	2	13	36	6			
872	InTech eBooks	-1.023	2.5727	13	4	8	2			
873	Technological Forecasting and Social Change	2.6208	0.4217	2	56	202	17			
874	Revista Iberoamericana de Educación	-2.4525	-0.0098	20	35	108	11			
875	Frontiers in Sustainability	-1.0208	2.3289	13	44	145	14			
876	Academic Medicine	1.6075	1.8654	6	39	123	11			
877	Environmental Sciences Europe	1.7307	1.7698	6	27	85	9			
878	European Journal of Psychological Assessment	-0.8444	2.4817	12	5	10	2			
879	Energy and Buildings	-0.9593	2.3749	13	17	46	7			
880	Journal of Higher Education Policy and Management	-0.886	2.3182	13	20	49	6			
881	Edward Elgar Publishing eBooks	2.4298	0.3658	2	66	199	16			
882	Journal of Environmental Policy & Planning	-0.5584	2.6643	12	3	6	2			
883	International Journal of Construction Management	-0.9609	2.5015	13	4	8	2			
884	European Journal of Sustainable Development	-1.0307	2.3613	13	22	62	8			
885	Journal of Documentation	1.407	1.8203	6	4	8	2			
886	IEEE Transactions on Engineering Management	-0.7991	2.5289	12	7	16	3			
887	Educar	-2.8771	-0.0612	20	6	12	2			
888	Information Communication & Society	-1.1708	2.6459	13	1	2	2			
889	Communications of the ACM	-1.1479	2.229	13	12	26	3			
890	Cultural studies of science education	-1.0868	2.1549	13	8	16	3			
891	Journal of Baltic Science Education	-2.0946	1.1674	17	24	70	9			
892	American Journal of Pharmaceutical Education	2.0722	1.8326	6	2	4	2			
893	Journal of Computer Assisted Learning	2.6684	-0.004	1	18	42	5			
894	Rose-Hulman Scholar (Rose–Hulman Institute of Technology)	-0.6746	2.2484	12	4	8	2			
895	Design Issues	-0.864	2.3317	12	6	12	4			
896	Brock Education Journal	-0.9376	2.3499	13	9	27	5			
897	Journal of Comparative & International Higher Education	-1.3258	2.0509	13	2	4	2			
898	Research Repository (University of Gloucestershire)	-0.6317	2.3665	12	39	150	14			
899	Science and Public Policy	2.5587	0.469	2	15	49	6			
900	American Educational Research Journal	-0.91	2.3889	13	5	12	4			
901	Social Responsibility Journal	1.735	1.9331	6	15	42	5			
902	Journal of Industrial Ecology	2.6017	0.4629	2	24	61	6			
903	Journal of Food Science Education	2.1204	0.4088	2	4	8	2			
904	SPIRE - Sciences Po Institutional REpository	1.9551	2.0397	6	4	8	2			
905	Journal of Business Research	2.4814	0.4051	2	79	239	15			
906	Revista de Educación a Distancia (RED)	-2.1821	-1.1411	23	0	0	2			
907	Journal of International Business Studies	-0.8366	2.1747	13	5	10	2			
908	Revista Interuniversitaria de Formación del Profesorado Continuación de la antigua Revista de Escuelas Normales	-0.6543	2.6988	13	1	2	2			
909	Science & Education	1.4588	1.8418	6	7	15	3			
910	AIP conference proceedings	-1.0681	2.3528	13	13	37	6			
911	Journal of Geoscience Education	1.7763	1.8829	6	18	44	5			
912	Planning Practice and Research	-0.8856	2.1379	13	5	10	2			
913	The Journal of Social Psychology	-0.9971	2.1835	13	13	33	5			
914	Nordic Journal of Comparative and International Education (NJCIE)	1.8895	2.1528	6	4	8	2			
915	Revista Educación	-2.3228	-0.0978	20	11	23	3			
916	Environmental Science & Technology	-1.175	2.3304	13	7	17	3			
917	Environment and Behavior	1.7409	1.8301	6	64	234	15			
918	American Journal of Sociology	-1.1123	2.2735	13	8	19	3			
919	Asia Pacific Journal of Education	-1.8629	1.1765	17	3	6	2			
920	Environmental Communication	-0.5819	2.3362	12	17	52	7			
921	Revista Iberoamericana de Educación Superior	-1.8852	1.4005	17	4	8	2			
922	Landscape and Urban Planning	-0.986	2.3715	13	13	35	6			
923	Digital Commons - USU (Utah State University)	-1.1316	1.9235	13	2	4	2			
924	Sustainability The Journal of Record	-0.5994	2.4344	12	88	280	18			
925	Qualitative Health Research	-1.1125	2.1676	13	7	14	2			
926	The Lancet Planetary Health	-0.6642	2.3434	12	29	79	7			
927	Psychological Inquiry	1.8946	1.9212	6	4	8	2			
928	International journal of engineering education	1.6156	1.8855	6	18	46	5			
929	Review of Regional Research	-0.6396	2.5511	12	19	48	6			
930	Behavior Research Methods	2.2494	0.5985	2	8	18	3			
931	Procedia - Social and Behavioral Sciences	-2.2862	1.1705	17	160	563	37			
932	Journal of Education Technology	1.4047	1.8598	6	3	6	2			
933	Journal of Learning Development in Higher Education	2.6078	0.1751	1	5	10	3			
934	ASCILITE Publications	-2.458	1.0266	17	1	2	2			
935	Journal of Change Management	-0.7837	2.3414	12	9	21	3			
936	Telematics and Informatics	-1.1872	1.9475	13	1	2	2			
937	Research in Science & Technological Education	1.6636	1.8604	6	42	144	14			
938	International Journal of Consumer Studies	1.8262	1.8609	6	10	26	4			
939	Innovations in Education and Teaching International	2.6317	0.077	1	34	95	9			
940	Critical Perspectives on Accounting	-2.1238	1.4183	17	17	36	4			
941	International Journal of Adolescence and Youth	1.8888	1.8405	6	6	12	2			
942	Annual Review of Applied Linguistics	-1.1893	2.1773	13	6	12	2			
943	The International Journal of Human Rights	-0.9748	2.473	13	4	8	2			
944	Higher Education Quarterly	2.4512	0.2958	2	29	74	7			
945	Annals of the New York Academy of Sciences	1.6911	1.5789	6	2	4	2			
946	Accounting Forum	2.4343	0.143	2	7	14	2			
947	Enseñanza de las Ciencias Revista de investigación y experiencias didácticas	-2.7029	0.028	20	21	58	6			
948	Data Archiving and Networked Services (DANS)	-0.5781	2.537	12	20	57	7			
949	The Internet and Higher Education	2.6232	-0.078	1	41	114	10			
950	International Journal of Social Research Methodology	-2.1718	0.7901	17	4	8	2			
951	PDXScholar  (Portland State University)	1.4886	1.6348	6	5	10	2			
952	Studies in Philosophy and Education	1.4506	1.6785	6	3	6	2			
953	International Journal of Sustainable Development and Planning	1.5627	2.0752	6	4	8	2			
954	Governance	-1.3078	2.0654	13	2	4	2			
955	Current Opinion in Psychology	2.2011	0.6699	2	9	20	3			
956	Cornell University Press eBooks	1.856	1.7032	6	6	12	2			
957	Journal of the Academy of Marketing Science	2.425	0.504	2	35	95	6			
958	Open Research Online (The Open University)	-0.7156	2.3683	12	19	50	5			
959	Physics Today	1.94	1.5877	6	2	4	2			
960	The Southern African Journal of Environmental Education	2.1775	-0.029	1	9	20	4			
961	Assessment & Evaluation in Higher Education	2.432	0.0576	1	128	481	34			
962	Language Teaching Research	-1.1649	2.2424	13	12	31	4			
963	Journal of European Public Policy	-1.1545	2.0459	13	3	6	2			
964	Decision Support Systems	1.6634	1.5863	6	5	10	2			
965	Journal of Management Studies	2.3566	0.3112	2	18	48	5			
966	Global Environmental Change	1.77	1.7922	6	75	250	17			
967	World Development Perspectives	-1.107	2.4819	13	4	8	2			
968	Journal of International Education in Business	2.7639	-0.0265	1	20	54	6			
969	Environmental Sciences	-0.4745	2.3211	12	7	18	3			
970	Human Resource Development Review	-0.5738	2.5951	12	8	21	3			
971	Journal of Education for Sustainable Development	-0.6382	2.4115	12	403	2128	125			
972	Australasian Journal of Paramedicine	-1.0908	2.4067	13	7	16	3			
973	International journal of organizational analysis	-0.5049	2.5553	12	11	24	3			
974	Journal of New Approaches in Educational Research	-0.9383	2.6708	13	1	2	2			
975	Resources Policy	-1.0205	2.0826	13	3	6	2			
976	Academy of Management Learning and Education	2.495	0.372	2	124	460	31			
977	Journal of Dental Education	2.8037	0.0662	1	11	30	5			
978	WSEAS TRANSACTIONS ON ENVIRONMENT AND DEVELOPMENT	1.714	2.1058	6	4	8	2			
979	Online Learning	-1.388	2.3862	13	1	2	2			
980	Management Learning	2.4165	0.3322	2	22	83	10			
981	VBN Forskningsportal (Aalborg Universitet)	-0.8983	2.1744	13	6	15	3			
982	Journal of the International Council for Small Business	-0.8609	2.1369	13	3	6	2			
983	Journal of Work-Applied Management	2.321	-0.2513	1	8	17	3			
984	Journal of the Association for Information Systems	-1.1511	2.4004	13	4	8	2			
985	University of Huddersfield Repository (University of Huddersfield)	2.2843	-0.0797	1	11	27	4			
986	International Journal of Qualitative Studies in Education	-1.8838	1.0776	17	4	8	2			
987	American Journal of Preventive Medicine	-0.4006	2.4503	12	5	10	2			
988	Language Testing	-2.1701	1.1478	17	21	45	3			
989	Journal of Urban Technology	-0.5974	2.2452	12	5	10	2			
990	Innovation	2.6446	0.3274	2	7	14	2			
991	Science China Information Sciences	-1.2355	2.4548	13	3	6	2			
992	Journal of Marketing Research	2.4814	0.4257	2	65	194	12			
993	Academy of Management Journal	2.3748	0.2585	2	21	59	6			
994	Asia Pacific Education Review	2.4885	0.3241	2	30	108	11			
995	Environment Development and Sustainability	1.7173	1.833	6	126	488	32			
996	Regional Studies Regional Science	-1.0282	-2.2987	27	0	0	2			
997	Theorie und Praxis der Nachhaltigkeit	-0.6856	2.552	12	10	24	5			
998	Advances in business strategy and competitive advantage book series	-0.9076	2.1351	13	4	8	2			
999	Journal of Accounting Education	-0.9022	2.2224	13	24	61	6			
1000	Discover Sustainability	2.459	0.4363	2	67	225	16			
1001	Computers & Education	2.5597	0.0008	1	73	253	20			
1002	The Educational Forum	-0.7414	2.3976	13	3	6	2			
1003	Development Engineering	2.2329	0.3961	2	8	16	2			
1004	Participatory Educational Research	1.9011	1.973	6	4	8	2			
1005	Routledge eBooks	-0.6906	2.3945	12	27	93	11			
1006	FAO, IFAD, UNICEF, WFP and WHO eBooks	-1.1357	2.4221	13	4	8	2			
1007	Ecology and Society	1.7304	1.7933	6	51	172	17			
1008	Postdigital Science and Education	-0.8088	2.3361	13	6	12	3			
1009	Global Challenges	1.8508	1.972	6	7	14	3			
1010	Journal of educational thought.	-1.8166	1.5276	17	3	6	2			
1011	Education and Information Technologies	2.5703	-0.0065	1	90	265	16			
1012	Journal of Microbiology and Biology Education	-2.1735	1.3976	17	7	14	3			
1013	Journal of Research in Science Teaching	1.6781	1.881	6	44	125	11			
1014	BMC Nursing	1.6728	1.7176	6	10	22	3			
1015	Information	-1.2196	2.1003	13	3	6	2			
1016	Getting skills right	-1.1926	2.4946	13	3	6	4			
1017	Problems and Perspectives in Management	-0.899	2.2641	13	12	31	4			
1018	Total Quality Management & Business Excellence	-2.4049	1.3573	17	8	16	2			
1019	Omega	-1.2076	2.2374	13	5	10	2			
1020	Quality in Higher Education	1.6209	2.1011	6	1	2	2			
1021	European Planning Studies	-0.9661	2.1927	13	8	24	4			
1022	Policy Sciences	-0.5469	2.482	12	42	128	12			
1023	Economics	-0.5211	2.5802	12	5	10	2			
1024	Social Work	1.584	2.0679	6	5	10	2			
1025	The American Biology Teacher	-2.3346	0.9876	17	8	19	4			
1026	Benchmarking An International Journal	-0.4094	2.3635	12	9	21	3			
1027	Futures	-0.6073	2.4533	12	87	334	27			
1028	Planning Theory & Practice	-1.1635	2.2901	13	4	11	3			
1029	Globalisation Societies and Education	-1.111	2.2161	13	24	71	9			
1030	Teoría de la Educación Revista Interuniversitaria	-2.6605	0.0903	20	24	72	9			
1031	Journal of Studies in International Education	-1.1173	2.1932	13	17	44	7			
1032	Teaching of Psychology	-1.026	2.4635	13	6	12	2			
1033	The Journal of Environmental Education	1.7449	1.8597	6	271	1156	64			
1034	Journal of the American Planning Association	-0.8682	2.3352	13	6	15	3			
1035	Acta Paedagogica Vilnensia	-0.8269	1.9377	13	1	2	2			
1036	The International Journal of Life Cycle Assessment	-1.1241	2.4454	13	6	13	3			
1037	Organicom	1.4365	1.7089	6	4	8	2			
1038	Journal of Cleaner Production	-0.9927	2.265	13	824	5040	272			
1039	Thinking Skills and Creativity	-0.9965	2.3418	13	15	48	7			
1040	Australian and New Zealand Journal of Public Health	-1.0725	2.4569	13	6	13	3			
1041	REVISTA DE EDUCACIÓN AMBIENTAL Y SOSTENIBILIDAD	-2.7032	0.2647	20	7	19	4			
1042	Educational leadership	-2.3662	1.0594	17	12	27	3			
1043	E3S Web of Conferences	-0.9081	2.3406	13	6	19	4			
1044	International Journal of Cross Cultural Management	2.7932	-0.1797	1	5	10	2			
1045	UNESCO eBooks	-1.029	2.3175	13	278	1339	85			
1046	Higher Education	-2.1209	1.2424	17	218	881	55			
1047	Advances in intelligent systems and computing	-1.0319	2.1512	13	8	19	4			
1048	Simulation & Gaming	2.4092	-0.0371	1	41	116	11			
1049	Social Sciences & Humanities Open	1.8033	1.6672	6	8	18	3			
1050	Human Rights Documents online	1.413	1.8981	6	4	8	2			
1051	Kasetsart Journal of Social Sciences	1.4543	1.9694	6	4	8	2			
1052	Evaluation and Program Planning	2.5959	0.3852	2	53	185	14			
1053	British Journal of Educational Technology	2.5242	-0.0419	1	39	102	9			
1054	Bulletin of Miscellaneous Information (Royal Gardens Kew)	1.7833	1.7242	6	14	36	6			
1055	Research Open (London South Bank University)	-0.4371	2.2625	12	5	10	2			
1056	The Journal of Higher Education	-2.1444	1.1721	17	71	243	18			
1057	DMU Open Research Archive (De Montfort University)	-2.1627	0.8371	17	2	4	2			
1058	Journal of Professional Issues in Engineering Education and Practice	-0.9533	2.2357	13	16	50	7			
1059	International Journal of Academic Research in Business and Social Sciences	2.5794	0.4462	2	19	43	3			
1060	Publication Server of the Wuppertal Institute (Wuppertal Institute)	-0.6416	2.5892	12	10	22	4			
1061	Acquire (CQUniversity)	1.694	1.648	6	5	10	2			
1062	Journal of Student Affairs Research and Practice	-0.8536	2.0181	13	5	10	2			
1063	Journal of Organizational Change Management	-0.9877	2.4458	13	6	14	3			
1064	Smart Learning Environments	-1.1726	2.427	13	4	8	2			
1065	Springer international handbooks of education	2.5659	-0.1615	1	13	29	3			
1066	Cultural Studies of Science Education	1.7327	1.8696	6	24	71	7			
1067	Journal of Technology Education	-1.2067	2.4466	13	2	4	2			
1068	Canadian Journal of Behavioural Science/Revue canadienne des sciences du comportement	1.7256	2.0685	6	5	10	2			
1069	Organization & Environment	1.5166	1.8394	6	16	62	8			
1070	CBE—Life Sciences Education	2.3767	-0.0736	1	35	91	10			
1071	Administrative Science Quarterly	-0.5056	2.3667	12	16	43	6			
1072	Education in science	-0.5861	2.4796	12	51	181	20			
1073	International Journal of Innovation and Sustainable Development	-0.6254	2.4747	12	54	213	19			
